"TAC","MODEL_ID","MANU_ID","MODEL_NAME","MANU_NAME"
"01327900","MC00045","C10135","A1332","苹果                                          "
"01302600","MC00046","C10135","A1431","苹果                                          "
"01314300","MC00046","C10135","A1431","苹果                                          "
"35316608","M193783","C12505","MG-4","CONCORD                                        "
"86551202","M100723","C10197","BEST SONNY L82","华森                                 "
"35162306","M102584","C10385","GT-S7898I","三星                                      "
"86496102","M102686","C10305","GIONEE GN9005","金立                                  "
"35544606","M106192","C10385","SM-G5108Q","三星                                      "
"35714304","M102750","C10150","H60-L01","华为                                        "
"86217500","M144806","C10231","LENOVOA330","联想                                     "
"35752305","M106222","C10385","SM-N9008","三星                                       "
"86587002","M102143","C10659","F8916","天元通                                        "
"86239702","M102242","C10459","FEIGW A8","飞歌王                                     "
"86265902","M103392","C10150","HUAWEI Y516-T00","华为                                "
"86806401","M101936","C10539","ELEF F11","翼乐                                       "
"86689301","M102284","C10787","G3333","知己迅联                                      "
"86602602","M105505","C10041","OUKI G10","欧奇                                       "
"35472707","M162205","C10385","SM-G5500","三星                                       "
"86826102","M181920","C10444","KDOOR H9","金豆子                                     "
"86243201","M164451","C10242","SUNUPOK777","三普                                     "
"35198306","M100144","C10135","A1530","苹果                                          "
"35928506","M100148","C10135","A1586","苹果                                          "
"35639405","M103131","C10336","HTC 608T","宏达                                       "
"35990105","M102525","C10385","GT-I9152P","三星                                      "
"86028801","M107992","C10503","ZOYE V11","鑫卓越                                     "
"86602902","M108015","C10199","ZTE G720T","中兴                                      "
"86223202","M105312","C10321","OBEE K999","欧比                                      "
"86400102","M108858","C10129","VIVO X3T","维沃                                       "
"86541001","M108860","C10129","VIVO X510W","维沃                                     "
"86695502","M100158","C10029","A3-50581","凹凸                                       "
"86769101","M100259","C10800","ALLCALL U2","欧乐酷                                   "
"35156406","M103199","C10336","HTC M8T","宏达                                        "
"86823200","M103268","C10150","HUAWEI G520-5000","华为                               "
"99000281","M100136","C10135","A1429","苹果                                          "
"35622205","M102567","C10385","GT-S6818","三星                                       "
"86567402","M105398","C10235","OPPO R2017","欧珀                                     "
"86697902","M105413","C10235","OPPO R8107","欧珀                                     "
"86539302","M109105","C10501","凯利通 T10","凯利通                                   "
"86864001","M108397","C10699","EPADE C07","易派                                      "
"86064102","M101309","C10333","COOLPAD 8020+","酷派                                  "
"86103602","M101321","C10333","COOLPAD 8070","酷派                                   "
"86301802","M101329","C10333","COOLPAD 8085","酷派                                   "
"86219101","M101329","C10333","COOLPAD 8085","酷派                                   "
"86398202","M101411","C10333","COOLPAD K1-NT","酷派                                  "
"86887202","M101425","C10333","COOLPAD Y75","酷派                                    "
"86571402","M103332","C10150","HUAWEI P7-L07","华为                                  "
"99000228","M100136","C10135","A1429","苹果                                          "
"99000277","M100136","C10135","A1429","苹果                                          "
"99000271","M100136","C10135","A1429","苹果                                          "
"01363800","M100136","C10135","A1429","苹果                                          "
"86392901","M103467","C10834","HYUNDAI H11","现代                                    "
"86569402","M105148","C10428","NOAIN 007","微兴                                      "
"35602206","M106157","C10385","SM-A5000","三星                                       "
"35205007","M100140","C10135","A1524","苹果                                          "
"86485802","M103802","C10741","K-TOUCH L920","天语                                   "
"86924100","M103827","C10741","K-TOUCH T619","天语                                   "
"86481302","M105177","C10428","NOAIN M6","微兴                                       "
"86568801","M106527","C10322","T-SMART G28","天迈                                    "
"86623002","M108894","C10129","VIVO Y23L","维沃                                      "
"86599102","M101662","C10786","DOOV T20L","朵唯                                      "
"35320103","M110169","C10529","1681C","诺基亚                                        "
"86693202","M174075","C11222","Y01","XIAOTIANCAI                                     "
"86831502","M174075","C11222","Y01","XIAOTIANCAI                                     "
"86825602","M181939","C10246","LETV X500","乐视                                      "
"35775905","M163127","C10058","SQN100-3,Q10,RFN81UW","黑莓                           "
"35838001","M175192","C14527","ZA606","Jega                                          "
"35472807","M182008","C10385","SM-G5500","三星                                       "
"35905005","M162297","C10385","SM-G910S","三星                                       "
"86024103","M181898","C10150","HUAWEI TAG-AL00","华为                                "
"86835202","M163171","C10856","SS4351","CK                                           "
"35959004","M163220","C10825","ST18I","索尼爱立信                                    "
"86040700","M136860","C10336","HTCZ710T","宏达                                       "
"35292502","M126208","C10529","E71-2","诺基亚                                        "
"99000283","M100136","C10135","A1429","苹果                                          "
"35212305","M102551","C10385","GT-P3100","三星                                       "
"35763605","M102565","C10385","GT-S6812C","三星                                      "
"86529602","M106016","C10334","SAGA A906","传奇                                      "
"99000273","M100136","C10135","A1429","苹果                                          "
"01334500","M100136","C10135","A1429","苹果                                          "
"86497002","M103454","C10495","HYF9200","恒宇丰                                      "
"86615302","M107310","C10323","UTIME K1","联代                                       "
"35876605","M100139","C10135","A1518","苹果                                          "
"35924306","M100140","C10135","A1524","苹果                                          "
"35877905","M100142","C10135","A1528","苹果                                          "
"86747400","M103745","C10741","K-TOUCH C666T","天语                                  "
"86543502","M107484","C10119","VOTO VT868","άͼ                                     "
"35695506","M100148","C10135","A1586","苹果                                          "
"35589906","M100148","C10135","A1586","苹果                                          "
"35931706","M100148","C10135","A1586","苹果                                          "
"86523502","M103860","C10741","K-TOUCH TOU CH 2C","天语                              "
"86073600","M108256","C10722","CALLBAR T51","闻讯                                    "
"86325702","M108686","C10417","MIKEE M128","米錡                                     "
"35837406","M100148","C10135","A1586","苹果                                          "
"35836806","M100148","C10135","A1586","苹果                                          "
"35907606","M103166","C10336","HTC D626T","宏达                                      "
"86102802","M108845","C10129","VIVO S7T","维沃                                       "
"86540601","M108845","C10129","VIVO S7T","维沃                                       "
"86334302","M108877","C10129","VIVO Y11I T","维沃                                    "
"86522102","M103280","C10150","HUAWEI G610-U00","华为                                "
"86927501","M103284","C10150","HUAWEI G620-L75","华为                                "
"86385502","M105358","C10041","OKA51","欧奇                                          "
"86660902","M105379","C10235","OPPO 1107","欧珀                                      "
"86568502","M105426","C10235","OPPO R8207","欧珀                                     "
"86210802","M105443","C10235","OPPO U707T","欧珀                                     "
"35965005","M102527","C10385","GT-I9158P","三星                                      "
"35553305","M102535","C10385","GT-I9300","三星                                       "
"35515706","M105844","C10529","RM-984","诺基亚                                       "
"86323902","M106034","C10578","SAILF S1","赛尔丰                                     "
"86508502","M101277","C10333","COOLPAD 7251","酷派                                   "
"86420502","M101371","C10333","COOLPAD 8705","酷派                                   "
"86661502","M101415","C10333","COOLPAD SK1-01","酷派                                 "
"86575402","M101422","C10333","COOLPAD Y60-C1","酷派                                 "
"86786302","M101425","C10333","COOLPAD Y75","酷派                                    "
"86801502","M103308","C10150","HUAWEI GRA-CL10","华为                                "
"86669302","M103309","C10150","HUAWEI GRA-TL00","华为                                "
"86883401","M103380","C10150","HUAWEI Y310-5000","华为                               "
"35394505","M106083","C10385","SCH-N719","三星                                       "
"86089700","M157064","C10510","RSD-W106","荣事达                                     "
"86170200","M176598","C10787","ZYH008","知己迅联                                     "
"86450502","M158851","C10150","S8-701U","华为                                        "
"86848602","M181968","C10235","OPPO A33","欧珀                                       "
"86873602","M182004","C14578","SK3-02","酷派移动                                     "
"86515600","M134546","C10305","GIONEEA320","金立                                     "
"35600005","M130613","C10385","GALAXYNOTE2GT-N7100","三星                            "
"86894300","M137259","C10150","HUAWEIU8860","华为                                    "
"01326400","M109613","C10135","IPHONE4(A1332)","苹果                                 "
"86753302","M109462","C10038","M578C","魅族                                          "
"86223103","M188845","C10235","OPPO R9M","欧珀                                       "
"86057603","M188870","C10129","VIVO X6S A","维沃                                     "
"86051800","M163894","C10085","SKYWORTHV768","创维                                   "
"35877402","M124721","C10723","DX6808","大显                                         "
"35840702","M117322","C10558","BF5600S","贝尔丰                                      "
"35974604","M112023","C10529","900.1","诺基亚                                        "
"86815200","M155323","C10305","PRIMOG1","金立                                        "
"01327300","M109613","C10135","IPHONE4(A1332)","苹果                                 "
"86730202","M109350","C10035","2015022","小米                                        "
"86690702","M109401","C10305","GIONEE F303","金立                                    "
"86834902","M109456","C10038","M571","魅族                                           "
"86932102","M109456","C10038","M571","魅族                                           "
"86694702","M109486","C10150","PLK-UL00","华为                                       "
"35652405","M102510","C10385","GT-I8558","三星                                       "
"86793801","M105801","C10269","RBX5","商务通                                         "
"35580704","M145471","C10543","M007,M008,M009,M010","奥利信                          "
"01303700","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000186","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000184","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000266","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01303600","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"86980100","M177151","C10621","ELITEK666","埃立特                                    "
"86506100","MC00351","C10741","K-TOUCH W700","天语                                   "
"01270300","MC00394","C10825","MT15I","索尼爱立信                                    "
"86937100","M171542","C10428","W680","微兴                                           "
"35589004","M161455","C10385","SHW-M250S","三星                                      "
"86739202","M179986","C10102","Z1988","联鑫时代                                      "
"86335200","M179476","C10037","VERYKOOLI305","康佳                                   "
"01275300","MC00045","C10135","A1332","苹果                                          "
"01284300","MC00045","C10135","A1332","苹果                                          "
"01366800","MC00045","C10135","A1332","苹果                                          "
"01283900","MC00045","C10135","A1332","苹果                                          "
"01367000","MC00045","C10135","A1332","苹果                                          "
"01313300","MC00045","C10135","A1332","苹果                                          "
"01296600","MC00045","C10135","A1332","苹果                                          "
"01255000","MC00045","C10135","A1332","苹果                                          "
"01315100","MC00046","C10135","A1431","苹果                                          "
"01313700","MC00046","C10135","A1431","苹果                                          "
"01313800","MC00046","C10135","A1431","苹果                                          "
"86247003","M190550","C10235","OPPO A37M","欧珀                                      "
"35569706","M106158","C10385","SM-A5009","三星                                       "
"86591101","M101475","C10125","DATANG S18","大唐                                     "
"35372205","M104404","C10825","LT22I","索尼爱立信                                    "
"35537406","M106166","C10385","SM-G3139D","三星                                      "
"35935705","M106169","C10385","SM-G3502I","三星                                      "
"86655002","M100040","C10035","2014022","小米                                        "
"86677402","M100045","C10035","2014218","小米                                        "
"86598202","M100048","C10035","2014616","小米                                        "
"86433402","M108880","C10129","VIVO Y13","维沃                                       "
"86629902","M108881","C10129","VIVO Y13L","维沃                                      "
"86675602","M108882","C10129","VIVO Y13T","维沃                                      "
"86562602","M108886","C10129","VIVO Y17W","维沃                                      "
"86575702","M108895","C10129","VIVO Y27","维沃                                       "
"86007602","M101801","C10339","E606","新邮                                           "
"86592402","M104491","C10231","LENOVO A396","联想                                    "
"86830701","M106696","C10476","T9220I","跳跳鱼                                       "
"86490802","M106792","C10564","TCL P331M","TCL                                       "
"35620905","M102580","C10385","GT-S7568","三星                                       "
"35992405","M102581","C10385","GT-S7568I","三星                                      "
"86566902","M102598","C10048","GUOMI M8","果米                                       "
"86349402","M100955","C10193","CO668","酷潮                                          "
"86596502","M100981","C10471","COMIO C3","卡美欧                                     "
"86113802","M104722","C10038","M353","魅族                                           "
"35295606","M106182","C10385","SM-G3588V","三星                                      "
"35273706","M106187","C10385","SM-G3812","三星                                       "
"86576102","M102702","C10305","GIONEE W900","金立                                    "
"86927102","M183312","C10035","2015112","小米                                        "
"86090403","M183299","C10129","VIVO X6A","维沃                                       "
"86079803","M183299","C10129","VIVO X6A","维沃                                       "
"35188806","M106199","C10385","SM-G7108V","三星                                      "
"86518202","M102289","C10150","G621-TL00","华为                                      "
"86459302","M106248","C10081","SM705","锤子                                          "
"86230502","M108536","C10464","INTKI E86","英特奇                                    "
"86052202","M104617","C10231","LENOVO S720","联想                                    "
"86401102","M104627","C10231","LENOVO S850T","联想                                   "
"35868804","M143477","C10732","LG-E510","LG                                          "
"86865101","M104677","C10152","LOVME-X12","爱我                                      "
"86113502","M104705","C10038","M045","魅族                                           "
"35291106","M102577","C10385","GT-S7562C","三星                                      "
"35744205","M102582","C10385","GT-S7572","三星                                       "
"86359602","M102690","C10305","GIONEE V182","金立                                    "
"86130500","M101011","C10340","COSHIP F2","同洲                                      "
"35589606","M177908","C10135","IPADMINI(A1601)","苹果                                "
"01226300","M177916","C10135","IPHONE3GS(A1303)","苹果                               "
"99000190","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000109","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01319300","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01317600","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000107","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"99000193","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"01317300","M177920","C10135","IPHONE4S(A1387)","苹果                                "
"35880505","M177927","C10135","IPHONE5S(A1453)","苹果                                "
"35875205","M177929","C10135","IPHONE5S(A1533)","苹果                                "
"86777502","M179872","C10019","NAMO X9008","夏朗                                     "
"86749101","MC00198","C10333","COOLPAD 8150","酷派                                   "
"35958407","M181026","C10385","SM-G9350","三星                                       "
"35195208","M181026","C10385","SM-G9350","三星                                       "
"86751502","M179605","C10035","2015051","小米                                        "
"35334307","M179619","C10135","A1700","苹果                                          "
"01295900","MC00045","C10135","A1332","苹果                                          "
"01295800","MC00045","C10135","A1332","苹果                                          "
"01284100","MC00045","C10135","A1332","苹果                                          "
"01265000","MC00045","C10135","A1332","苹果                                          "
"01283600","MC00045","C10135","A1332","苹果                                          "
"01296400","MC00045","C10135","A1332","苹果                                          "
"01274400","MC00045","C10135","A1332","苹果                                          "
"01296200","MC00045","C10135","A1332","苹果                                          "
"01243100","MC00045","C10135","A1332","苹果                                          "
"01313500","MC00046","C10135","A1431","苹果                                          "
"01313600","MC00046","C10135","A1431","苹果                                          "
"01360800","MC00046","C10135","A1431","苹果                                          "
"86764102","M179774","C10150","HUAWEI TIT-AL00","华为                                "
"35928706","M100148","C10135","A1586","苹果                                          "
"86611901","M103910","C10741","K-TOUCH W760","天语                                   "
"86612202","M102876","C10078","HMI H5","黑米                                         "
"86104800","M108259","C10722","CALLBAR T61","闻讯                                    "
"86665402","M104731","C10038","M460","魅族                                           "
"35947805","M106197","C10385","SM-G7106","三星                                       "
"86476801","M102771","C10292","HAIFAN T6","海帆                                      "
"35224606","M103173","C10336","HTC D816W","宏达                                      "
"86592401","M108833","C10129","VIVO E3","维沃                                        "
"86306202","M101252","C10333","COOLPAD 5951","酷派                                   "
"35506006","M106199","C10385","SM-G7108V","三星                                      "
"35210506","M106208","C10385","SM-G9008W","三星                                      "
"35433207","M106216","C10385","SM-G9250","三星                                       "
"35985005","M106224","C10385","SM-N9008V","三星                                      "
"86497502","M101269","C10333","COOLPAD 7105","酷派                                   "
"35378006","M103200","C10336","HTC M8W","宏达                                        "
"86707502","M105382","C10235","OPPO 3007","欧珀                                      "
"86605102","M105406","C10235","OPPO R8007","欧珀                                     "
"86322402","M105430","C10235","OPPO R827T","欧珀                                     "
"86291002","M105436","C10235","OPPO R833T","欧珀                                     "
"86732601","M109058","C10305","金立 GN868H","金立                                    "
"86324202","M104232","C10132","L866","鑫业时代                                       "
"86663802","M104264","C10725","LA7-L","电意                                          "
"35478206","M106229","C10385","SM-N9108V","三星                                      "
"86608302","M100351","C10491","AUX I6L","奥克斯                                      "
"86542202","M101371","C10333","COOLPAD 8705","酷派                                   "
"86084302","M101388","C10333","COOLPAD 8750","酷派                                   "
"86522002","M101417","C10333","COOLPAD T1","酷派                                     "
"86760002","M103322","C10150","HUAWEI MT7-TL10","华为                                "
"35745804","M103330","C10150","HUAWEI P7-L00","华为                                  "
"86152201","M103384","C10150","HUAWEI Y320-U01","华为                                "
"35465805","M106074","C10385","SCH-I829","三星                                       "
"35559506","M106156","C10385","SM-A3009","三星                                       "
"35182407","M106157","C10385","SM-A5000","三星                                       "
"86955601","M105542","C10012","P8","强者                                             "
"86496801","M105552","C10723","P889","大显                                           "
"86558502","M105564","C10150","PE-UL00","华为                                        "
"86206802","M106364","C10262","SW-S8018","三沃                                       "
"86498702","M104019","C10318","KINGSUN-S5","广信                                     "
"86079302","M104439","C10231","LENOVO A208T","联想                                   "
"35935805","M106169","C10385","SM-G3502I","三星                                      "
"86720301","M106513","C10322","T-SMART D28","天迈                                    "
"86203602","M106532","C10322","T-SMART L808","天迈                                   "
"86375602","M108890","C10129","VIVO Y20T","维沃                                      "
"86785702","M108894","C10129","VIVO Y23L","维沃                                      "
"86592302","M108909","C10129","VIVO Y927","维沃                                      "
"35425405","M102502","C10385","GT-I8160","三星                                       "
"35774505","M102506","C10385","GT-I8262D","三星                                      "
"35340106","M102509","C10385","GT-I8552","三星                                       "
"35191005","M102513","C10385","GT-I9050","三星                                       "
"35708305","M102521","C10385","GT-I9128E","三星                                      "
"35779006","M105829","C10390","RM-1113","微软                                        "
"86980901","M107728","C10221","XT9300","禧泰                                         "
"86957901","M100017","C10035","2012052","小米                                        "
"86599002","M101661","C10786","DOOV T20","朵唯                                       "
"86540602","M101675","C10738","DS 525","虹米                                         "
"86570202","M101677","C10738","DS 535","虹米                                         "
"86329901","M100727","C10197","BEST SONNY T858","华森                                "
"86320502","M104493","C10231","LENOVO A398T+","联想                                  "
"86318402","M104552","C10231","LENOVO A788T","联想                                   "
"86266302","M100024","C10035","2013021","小米                                        "
"86459502","M100030","C10035","2013061","小米                                        "
"86469002","M100031","C10035","2013062","小米                                        "
"86724402","M100054","C10035","2014811","小米                                        "
"35972601","M160307","C10385","SGH-F218","三星                                       "
"35580702","M158931","C10107","S8555","金鹏                                          "
"86059301","M164432","C10242","SUNUPMCT999","三普                                    "
"86193900","M164449","C10242","SUNUPOK111","三普                                     "
"86843100","M136308","C10036","HS-T30","海信                                         "
"35431605","M102535","C10385","GT-I9300","三星                                       "
"35506505","M102537","C10385","GT-I9308","三星                                       "
"35774705","M102539","C10385","GT-I9500","三星                                       "
"86577302","M108055","C10199","ZTE N918ST","中兴                                     "
"99000227","M100136","C10135","A1429","苹果                                          "
"86245802","M105927","C10023","S4","果冻                                             "
"99000230","M100136","C10135","A1429","苹果                                          "
"99000279","M100136","C10135","A1429","苹果                                          "
"01355100","M100136","C10135","A1429","苹果                                          "
"99000286","M100136","C10135","A1429","苹果                                          "
"01347700","M100136","C10135","A1429","苹果                                          "
"01347300","M100136","C10135","A1429","苹果                                          "
"01335300","M100136","C10135","A1429","苹果                                          "
"86016602","M103490","C10336","HAIPAI NOBLE H6","宏达                                "
"86113002","M105026","C10438","MZT002","明智通                                       "
"86448402","M105127","C10791","NFT N1","南俘电讯                                     "
"86329002","M107217","C10561","UNC-E7","友利通                                       "
"35924606","M100140","C10135","A1524","苹果                                          "
"35204307","M100140","C10135","A1524","苹果                                          "
"35437806","M100140","C10135","A1524","苹果                                          "
"35802605","M100142","C10135","A1528","苹果                                          "
"86885700","M128608","C10526","FDTC876","锋达通                                      "
"86676802","M103704","C10789","JXD-T3","金星数码                                     "
"86416002","M105178","C10428","NOAIN M8","微兴                                       "
"86266602","M107483","C10119","VOTO VT818","άͼ                                     "
"35204406","M100144","C10135","A1530","苹果                                          "
"35695606","M100148","C10135","A1586","苹果                                          "
"35573502","M110071","C10529","1200","诺基亚                                         "
"35767401","M111431","C10529","6120C","诺基亚                                        "
"86822302","M181881","C10305","GIONEE F103S","金立                                   "
"86145103","M181895","C10150","HUAWEI NXT-AL10","华为                                "
"86923102","M181895","C10150","HUAWEI NXT-AL10","华为                                "
"35753806","M162225","C10385","SM-G720N0","三星                                      "
"35568306","M162243","C10385","SM-G800Y","三星                                       "
"35328506","M162270","C10385","SM-G900H","三星                                       "
